FUNCTION,PERIOD,URL
VF 30 FORESTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=30 
VF 122 RURAL WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=122 
VF 28 CEMETERIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=28 
"VF 125 HEALTH, PUBLIC",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=125 
VF 353 HEALTH AND SAFETY (PUBLIC BUILDINGS),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=353 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 28 CEMETERIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=28 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 30 FORESTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=30 
VF 416 WATER AND SEWERAGE AUTHORITIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=416 
VF 123 MELBOURNE WATER SUPPLY AND SEWERAGE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=123 
VF 437 FOSTER CARE AGENCIES (REGISTRATION OF),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=437 
VF 466 RAILWAY CONSTRUCTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=466 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 30 FORESTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=30 
"VF 39 BIRTHS, DEATHS AND MARRIAGES",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=39 
VF 122 RURAL WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=122 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 24 GEOLOGICAL SURVEY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=24 
VF 62 MINING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=62 
"VF 300 CHARITIES, PUBLIC (INSPECTION OF)",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=300 
VF 139 EMPLOYMENT SERVICE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=139 
VF 224 INDUSTRIAL RELATIONS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=224 
VF 66 SAVINGS BANKS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=66 
VF 173 NATIONAL PARKS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=173 
VF 416 WATER AND SEWERAGE AUTHORITIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=416 
VF 98 FISHERIES AND WILDLIFE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=98 
"VF 230 FISHERIES, COMMERCIAL LICENCES",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=230 
VF 139 EMPLOYMENT SERVICE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=139 
VF 11 PORTS AND HARBOURS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=11 
VF 99 IMMIGRATION (MONITORING ARRIVALS),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=99 
VF 8 IMMIGRATION (NINETEENTH CENTURY),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=8 
VF 47 ELECTRIC LIGHT AND POWER,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=47 
VF 47 ELECTRIC LIGHT AND POWER,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=47 
VF 47 ELECTRIC LIGHT AND POWER,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=47 
VF 150 DANGEROUS GOODS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=150 
VF 63 DEFENCE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=63 
VF 279 MERCANTILE MARINE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=279 
VF 30 FORESTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=30 
VF 26 HERBARIUM,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=26 
VF 206 PUBLIC RECORDS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=206 
VF 29 LAND TAX,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=29 
VF 30 FORESTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=30 
VF 475 SETTLEMENT SCHEMES (CLOSER SETTLEMENT),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=475 
"VF 128 HEALTH, MENTAL",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=128 
VF 249 INTELLECTUAL DISABILITY SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=249 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 122 RURAL WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=122 
VF 122 RURAL WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=122 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 122 RURAL WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=122 
VF 122 RURAL WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=122 
VF 110 VETERINARY SERVICES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=110 
VF 28 CEMETERIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=28 
VF 474 RURAL WATER SUPPLY (TRANSFERRED 1906-1910),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=474 
"VF 427 CHILDREN, NEGLECTED, REGISTRATION OF HOMES FOR",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=427 
"VF 452 LIQUOR LICENCES, REDUCTION/COMPENSATION",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=452 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
"VF 128 HEALTH, MENTAL",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=128 
VF 30 FORESTS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=30 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 173 NATIONAL PARKS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=173 
VF 24 GEOLOGICAL SURVEY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=24 
VF 62 MINING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=62 
VF 98 FISHERIES AND WILDLIFE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=98 
"VF 230 FISHERIES, COMMERCIAL LICENCES",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=230 
VF 122 RURAL WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=122 
VF 416 WATER AND SEWERAGE AUTHORITIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=416 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 139 EMPLOYMENT SERVICE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=139 
VF 108 STATE COAL MINE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=108 
VF 126 MEAT INSPECTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=126 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
"VF 377 BANKS, STATE",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=377 
"VF 128 HEALTH, MENTAL",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=128 
VF 26 HERBARIUM,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=26 
VF 34 SETTLEMENT SCHEMES (IRRIGABLE LAND),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=34 
VF 98 FISHERIES AND WILDLIFE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=98 
"VF 230 FISHERIES, COMMERCIAL LICENCES",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=230 
VF 15 ROADS AND BRIDGES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=15 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 416 WATER AND SEWERAGE AUTHORITIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=416 
VF 121 INDUSTRIAL AND APPRENTICESHIP TRAINING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=121 
VF 135 FACTORY REGISTRATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=135 
VF 136 HEALTH AND SAFETY (WORKPLACE),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=136 
VF 141 CONSUMER PROTECTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=141 
VF 254 INDUSTRIAL COMPLIANCE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=254 
VF 259 RETAIL TRADING HOURS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=259 
"VF 355 PRIVATE EMPLOYMENT AGENCIES, REGISTRATION OF",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=355 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 484 TRAMWAY CONSTRUCTION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=484 
VF 486 TRAMWAY OPERATIONS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=486 
VF 94 LIQUOR LICENSING,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=94 
"VF 302 LIQUOR LICENCES, ISSUE AND REGISTRATION OF",,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=302 
VF 416 WATER AND SEWERAGE AUTHORITIES,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=416 
VF 138 IMMIGRATION (TWENTIETH CENTURY),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=138 
VF 139 EMPLOYMENT SERVICE,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=139 
VF 485 TRAMWAY CONSTRUCTION AND OPERATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=485 
VF 47 ELECTRIC LIGHT AND POWER,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=47 
VF 224 INDUSTRIAL RELATIONS,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=224 
VF 485 TRAMWAY CONSTRUCTION AND OPERATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=485 
VF 485 TRAMWAY CONSTRUCTION AND OPERATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=485 
VF 485 TRAMWAY CONSTRUCTION AND OPERATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=485 
VF 485 TRAMWAY CONSTRUCTION AND OPERATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=485 
VF 485 TRAMWAY CONSTRUCTION AND OPERATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=485 
VF 17 SURVEY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=17 
VF 113 SETTLEMENT SCHEMES (SOLDIER SETTLEMENT),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=113 
VF 309 CROWN LANDS (PUBLIC),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=309 
VF 310 CROWN LANDS (GOVERNMENT),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=310 
VF 475 SETTLEMENT SCHEMES (CLOSER SETTLEMENT),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=475 
VF 19 EDUCATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=19 
VF 244 BUILDING REGULATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=244 
VF 485 TRAMWAY CONSTRUCTION AND OPERATION,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=485 
VF 138 IMMIGRATION (TWENTIETH CENTURY),,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=138 
VF 47 ELECTRIC LIGHT AND POWER,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=47 
VF 418 WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=418 
VF 122 RURAL WATER SUPPLY,,http://www.access.prov.vic.gov.au/public/component/daPublicBaseContainer?component=daViewFunction&entityId=122 
